Area, AMOEBA, Value
2630, 0, 36.2
2631, 0, 37.5
2632, 1, 41.4
2633, 0, 34.1
2634, 0, 37.0
2635, -85, 32.9
2636, 258, 39.0
2637, 1, 41.0
2638, 258, 38.5
2639, 0, 34.4
2640, 258, 38.7
2641, 20, 48.8
2642, 0, 36.1
2643, 0, 35.9
2644, -66, 33.4
2645, 1, 39.8
2646, 0, 36.0
2647, 1, 41.1
2648, 0, 35.7
2649, 0, 33.2
2650, 0, 35.1
2651, -1, 33.3
2652, -7, 26.8
2653, 1, 41.1
2654, 92, 40.6
2655, 258, 43.8
2656, -7, 30.7
2657, 258, 38.3
2658, 0, 36.5
2659, 0, 34.7
2660, 92, 43.9
2661, 92, 41.5
2662, 1, 41.8
2663, 258, 38.5
2664, 1, 42.0
2665, 0, 35.6
2666, 0, 34.1
2667, 0, 34.5
2668, 0, 38.3
2669, -85, 34.8
2670, -12, 22.4
2671, 1, 41.8
2672, 1, 41.1
2673, 0, 37.4
2674, 258, 38.3
2675, 1, 45.4
2676, 92, 40.7
2677, 1, 46.1
2678, 0, 35.0
2679, 0, 36.8
2680, 0, 34.1
2681, 0, 33.0
2682, 0, 34.0
2683, 0, 37.4
2684, 1, 39.6
2685, 258, 38.0
2686, 258, 38.9
2687, 258, 39.0
2688, 0, 41.6
2689, 0, 37.6
2690, 0, 37.2
2691, 0, 37.7
2692, 0, 34.8
2693, 12, 43.0
2694, 258, 39.2
2695, 0, 39.7
2696, 0, 39.3
2697, 0, 32.2
2698, 92, 41.0
2699, 258, 38.6
2700, 258, 38.8
2701, 92, 43.4
2702, 1, 42.4
2703, 1, 39.9
2704, 0, 37.7
2705, 12, 49.9
2706, 258, 37.9
2707, 0, 37.2
2708, 0, 34.5
2709, 1, 42.8
2710, 0, 37.4
2711, 258, 38.7
2712, 0, 37.0
2713, 1, 44.8
2714, 258, 41.4
2715, 0, 36.9
2716, 258, 37.9
2717, 258, 38.0
2718, 92, 41.2
2719, -234, 33.4
2720, 0, 36.5
2721, 258, 38.8
2722, 258, 38.7
2723, 188, 41.6
2724, 12, 41.6
2725, 1, 40.5
2726, 0, 33.2
2727, 0, 36.6
2728, 1, 41.3
2729, 258, 38.6
2730, 258, 38.1
2731, 1, 41.8
2732, 1, 41.5
2733, 1, 40.5
2734, 0, 37.4
2735, 258, 39.5
2736, 92, 41.2
2737, 92, 41.5
2738, 0, 37.8
2739, 0, 36.5
2740, 258, 39.5
2741, 92, 43.4
2742, 258, 40.5
2743, 258, 42.9
2744, 1, 42.4
2745, 1, 43.8
2746, 1, 43.4
2747, 1, 42.4
2748, 1, 40.9
2749, 92, 43.2
2750, 1, 42.3
2751, 1, 42.8
2752, 92, 40.8
2753, 0, 34.8
2754, -12, 23.1
2755, 1, 45.3
2756, 1, 42.0
2757, 92, 42.0
2758, 0, 35.4
2759, 0, 34.5
2760, 0, 37.4
2761, 1, 40.6
2762, 1, 40.6
2763, 1, 39.7
2764, -7, 32.4
2765, 0, 36.0
2766, 92, 39.7
2767, 92, 40.0
2768, 92, 39.7
2769, 258, 38.4
2770, 0, 35.0
2771, 0, 38.7
2772, 0, 39.0
2773, 0, 38.2
2774, -91, 32.9
2775, 0, 36.1
2776, -44, 32.5
2777, 1, 42.2
2778, 1, 43.1
2779, 0, 37.3
2780, 258, 38.4
2781, -269, 36.2
2782, 0, 40.4
2783, -91, 32.6
2784, 258, 38.6
2785, 258, 39.3
2786, 258, 39.1
2787, 258, 39.4
2788, 0, 35.3
2789, 0, 35.6
2790, 1, 41.1
2791, 0, 38.3
2792, 258, 39.5
2793, 0, 35.9
2794, 258, 42.6
2795, 258, 39.2
2796, -44, 33.8
2797, 258, 39.9
2798, 0, 37.6
2799, 0, 36.3
2800, 0, 38.7
2801, 1, 43.5
2802, 0, 37.8
2803, 258, 40.9
2804, 92, 41.8
2805, 0, 38.8
2806, 1, 42.6
2807, 1, 42.2
2808, 1, 50.3
2809, 1, 42.7
2810, 1, 40.0
2811, 258, 38.3
2812, 0, 34.2
2813, 0, 37.5
2814, 92, 44.4
2815, 258, 38.1
2816, 0, 36.4
2817, 1, 40.3
2818, 1, 45.8
2819, 1, 44.3
2820, 0, 36.9
2821, 258, 38.7
2822, 1, 42.2
2823, 1, 41.9
2824, 1, 40.6
2825, -234, 33.7
2826, 1, 44.3
2827, 258, 42.5
2828, 0, 37.5
2829, 1, 45.4
2830, 1, 41.5
2831, 258, 38.6
2832, 1, 41.4
2833, 258, 38.8
2834, 258, 39.5
2835, 44, 44.5
2836, -234, 31.2
2837, 1, 39.9
2838, 0, 33.4
2839, 1, 41.1
2840, -11, 32.1
2841, -85, 34.3
2842, 258, 38.6
2843, -11, 31.9
2844, 258, 37.9
2845, -85, 33.0
2846, -7, 29.7
2847, 258, 42.1
2848, 1, 43.1
2849, 1, 41.5
2850, 258, 38.4
2851, 0, 37.7
2852, 0, 36.9
2853, 258, 40.3
2854, 239, 40.4
2855, 12, 41.6
2856, 0, 37.0
2857, 0, 35.8
2858, 0, 41.1
2859, 258, 39.1
2860, 1, 45.3
2861, -234, 33.5
2862, 1, 42.0
2863, 0, 37.4
2864, 0, 34.1
2865, 1, 46.9
2866, 258, 38.9
2867, 0, 37.3
2868, 1, 42.4
2869, 258, 39.2
2870, 258, 37.9
2871, 92, 40.1
2872, 0, 40.1
2873, 1, 42.1
2874, -11, 29.4
2875, -44, 35.0
2876, 0, 37.3
2877, 0, 42.0
2878, 258, 39.3
2879, 1, 42.7
2880, 1, 42.3
2881, 258, 38.5
2882, 1, 39.6
2883, 0, 37.9
2884, -129, 35.0
2885, 0, 35.9
2886, -11, 26.5
2887, 0, 36.6
2888, 258, 38.3
2889, 1, 43.7
2890, 92, 39.9
2891, 0, 37.4
2892, -148, 32.0
2893, 92, 40.9
2894, 258, 38.3
2895, 0, 35.8
2896, 92, 40.7
2897, 92, 42.1
2898, 0, 35.6
2899, 0, 37.5
2900, 1, 41.2
2901, 1, 41.2
2902, 258, 38.8
2903, -1, 17.7
2904, 1, 41.4
2905, 258, 39.3
2906, 258, 39.2
2907, 92, 43.4
2908, 1, 40.1
2909, 1, 39.8
2910, 0, 37.6
2911, -262, 35.4
2912, 1, 43.1
2913, 0, 35.8
2914, 0, 36.6
2915, 1, 43.5
2916, 0, 34.8
2917, 0, 34.9
2918, 0, 36.9
2919, 258, 39.5
2920, -148, 34.0
2921, 44, 45.9
2922, -129, 28.9
2923, 0, 33.5
2924, 1, 47.3
2925, 0, 36.7
2926, 258, 39.3
2927, 258, 39.4
2928, 1, 41.9
2929, 1, 41.7
2930, 92, 40.1
2931, 258, 38.6
2932, 1, 47.2
2933, 258, 38.8
2934, 0, 37.6
2935, 258, 38.0
2936, 0, 37.6
2937, 0, 34.6
2938, -91, 33.6
2939, 0, 36.9
2940, -66, 30.5
2941, 0, 37.3
2942, 258, 39.4
2943, 258, 38.7
2944, 0, 35.8
2945, 92, 40.3
2946, 0, 36.4
2947, 92, 42.3
2948, -11, 33.3
2949, 1, 43.7
2950, 0, 39.2
2951, 258, 39.4
2952, 92, 40.5
2953, 258, 42.0
2954, -44, 25.6
2955, 258, 40.0
2956, 1, 48.3
2957, 1, 42.1
2958, 258, 39.0
2959, 258, 39.4
2960, -2, 30.2
2961, 258, 38.4
2962, 258, 39.0
2963, 1, 41.7
2964, -66, 28.8
2965, 0, 32.8
2966, 258, 38.3
2967, 0, 34.2
2968, 1, 41.0
2969, 1, 44.9
2970, 0, 38.2
2971, 0, 33.1
2972, 258, 40.1
2973, 1, 42.1
2974, 1, 40.7
2975, 1, 41.5
2976, -1, 32.0
2977, 1, 39.8
2978, 1, 42.1
2979, 0, 36.2
2980, 0, 35.7
2981, 0, 34.3
2982, 0, 37.7
2983, 0, 34.2
2984, 92, 41.2
2985, 92, 45.5
2986, 1, 43.3
2987, 258, 37.9
2988, 0, 35.5
2989, 1, 42.6
2990, 258, 38.4
2991, 0, 37.3
2992, 1, 40.7
2993, 258, 39.5
2994, 0, 36.3
2995, 92, 45.5
2996, 1, 45.3
2997, 1, 42.4
2998, 0, 36.5
2999, 0, 35.1
3000, 92, 40.5
3001, 1, 41.0
3002, -7, 33.6
3003, 44, 41.2
3004, 258, 39.6
3005, 0, 34.2
3006, 0, 36.3
3007, -7, 28.3
3008, 0, 34.3
3009, -44, 33.2
3010, 0, 37.0
3011, 0, 37.8
3012, 1, 44.7
3013, 0, 34.9
3014, 0, 36.2
3015, 1, 42.5
3016, 92, 43.1
3017, 0, 38.0
3018, 258, 38.4
3019, 1, 41.5
3020, 1, 41.8
3021, 1, 44.6
3022, 1, 40.4
3023, 1, 41.3
3024, 92, 44.8
3025, 0, 35.0
3026, 0, 36.0
3027, 258, 38.4
3028, 0, 38.7
3029, 1, 40.2
3030, 0, 40.4
3031, 1, 41.5
3032, 258, 38.7
3033, 92, 39.7
3034, 92, 40.6
3035, 0, 34.2
3036, 0, 36.2
3037, 0, 34.1
3038, 258, 41.1
3039, 1, 43.0
3040, 1, 41.5
3041, 258, 39.4
3042, 1, 41.9
3043, 258, 39.3
3044, 1, 44.4
3045, 258, 39.3
3046, 1, 44.6
3047, 0, 37.6
3048, 0, 35.6
3049, 0, 38.0
3050, 258, 42.8
3051, 0, 37.7
3052, 92, 42.1
3053, 0, 30.9
3054, 92, 39.8
3055, 258, 38.3
3056, 0, 36.5
3057, 1, 41.8
3058, 1, 42.5
3059, 1, 41.6
3060, 258, 39.4
3061, 258, 41.0
3062, -262, 34.9
3063, 258, 40.0
3064, 0, 36.4
3065, 0, 37.1
3066, 0, 37.3
3067, -159, 30.1
3068, 0, 35.2
3069, 1, 41.0
3070, 1, 41.9
3071, 258, 38.2
3072, 1, 48.4
3073, 0, 32.7
3074, 1, 40.0
3075, 1, 42.1
3076, 0, 36.4
3077, 258, 40.2
3078, 0, 35.1
3079, 1, 44.5
3080, 92, 41.0
3081, 0, 35.0
3082, 0, 37.7
3083, 258, 40.9
3084, -7, 33.0
3085, 1, 39.7
3086, 0, 35.2
3087, 92, 39.8
3088, 92, 40.3
3089, 1, 39.8
3090, -2, 26.7
3091, -129, 35.1
3092, 0, 32.3
3093, 1, 39.7
3094, -262, 34.0
3095, 1, 40.7
3096, -7, 25.6
3097, -269, 35.1
3098, 1, 41.5
3099, 92, 40.3
3100, 258, 38.1
3101, 1, 42.6
3102, 0, 39.2
3103, 258, 39.3
3104, 258, 44.3
3105, 258, 38.1
3106, 258, 40.1
3107, 1, 45.4
3108, 0, 37.3
3109, 0, 37.1
